# kubectl get events -n settle --sort-by=.lastTimestamp (exported 14:58, merged with node events)
LAST SEEN            TYPE      REASON                       OBJECT                                   MESSAGE
2026-08-14T14:38:48Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-z3fw8           Container api failed liveness probe, will be restarted
2026-08-14T14:38:49Z  Warning   BackOff                      pod/settle-api-7c9d8f5b6-z3fw8           Back-off restarting failed container api in pod
2026-08-14T14:39:29Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-v9c2n           Liveness probe failed: Get "http://10.42.2.38:8000/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2026-08-14T14:39:29Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-v9c2n           Container api failed liveness probe, will be restarted
2026-08-14T14:40:23Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-h4r7k           Liveness probe failed: HTTP probe failed with statuscode: 500
2026-08-14T14:40:23Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-h4r7k           Container api failed liveness probe, will be restarted
2026-08-14T14:40:59Z  Warning   Unhealthy                    pod/settle-api-5b7f9c6d4-2mxkq           Liveness probe failed: Get "http://10.42.1.14:8000/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2026-08-14T14:40:59Z  Normal    Killing                      pod/settle-api-5b7f9c6d4-2mxkq           Container api failed liveness probe, will be restarted
2026-08-14T14:41:00Z  Warning   BackOff                      pod/settle-api-5b7f9c6d4-2mxkq           Back-off restarting failed container api in pod
2026-08-14T14:41:43Z  Warning   Unhealthy                    pod/settle-api-5b7f9c6d4-8zv4t           Liveness probe failed: HTTP probe failed with statuscode: 500
2026-08-14T14:41:43Z  Normal    Killing                      pod/settle-api-5b7f9c6d4-8zv4t           Container api failed liveness probe, will be restarted
2026-08-14T14:42:16Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-xk2lp           Liveness probe failed: Get "http://10.42.2.31:8000/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2026-08-14T14:42:16Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-xk2lp           Container api failed liveness probe, will be restarted
2026-08-14T14:42:51Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-b4n8s           Liveness probe failed: HTTP probe failed with statuscode: 500
2026-08-14T14:42:51Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-b4n8s           Container api failed liveness probe, will be restarted
2026-08-14T14:42:52Z  Warning   BackOff                      pod/settle-api-7c9d8f5b6-b4n8s           Back-off restarting failed container api in pod
2026-08-14T14:43:16Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-j7wq2           Liveness probe failed: Get "http://10.42.2.32:8000/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2026-08-14T14:43:16Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-j7wq2           Container api failed liveness probe, will be restarted
2026-08-14T14:44:10Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-r5tzm           Liveness probe failed: HTTP probe failed with statuscode: 500
2026-08-14T14:44:10Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-r5tzm           Container api failed liveness probe, will be restarted
2026-08-14T14:44:46Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-m2k9d           Liveness probe failed: Get "http://10.42.2.35:8000/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2026-08-14T14:44:46Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-m2k9d           Container api failed liveness probe, will be restarted
2026-08-14T14:44:47Z  Warning   BackOff                      pod/settle-api-7c9d8f5b6-m2k9d           Back-off restarting failed container api in pod
2026-08-14T14:45:29Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-p8x3v           Liveness probe failed: HTTP probe failed with statuscode: 500
2026-08-14T14:45:29Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-p8x3v           Container api failed liveness probe, will be restarted
2026-08-14T14:45:31Z  Normal    ScalingReplicaSet            deployment/settle-api                    Scaled up replica set settle-api-5b7f9c6d4 to 10 (kubectl rollout restart)
2026-08-14T14:45:34Z  Normal    Pulled                       pod/settle-api-5b7f9c6d4-k4d9s           Successfully pulled image "registry.paylane.internal/settle-api:latest" in 3.4s. Image digest: sha256:2b7e4d1c9a8f0e3d5c6b7a8f9e0d1c2b3a4f5e6d7c8b9a0f1e2d3c4b5a6f7e81
2026-08-14T14:46:36Z  Warning   Unhealthy                    pod/settle-api-7c9d8f5b6-q6ht4           Liveness probe failed: Get "http://10.42.2.36:8000/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2026-08-14T14:46:36Z  Normal    Killing                      pod/settle-api-7c9d8f5b6-q6ht4           Container api failed liveness probe, will be restarted
2026-08-14T14:46:50Z  Normal    SuccessfulRescale            horizontalpodautoscaler/settle-api       New size: 4; reason: All metrics below target (maxReplicas patched to 4)
2026-08-14T14:49:12Z  Normal    Started                      pod/settle-api-5b7f9c6d4-k4d9s           Started container api (Ready)
